,summary,config,name
77,"{'_wandb': {'runtime': 10}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_l16_224', 'optim': 'psgd', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 10, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 512, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",smart-sweep-163
78,"{'cuda_max_memory': -1, '_wandb': {'runtime': 12}}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_l16_224', 'optim': 'shampoo', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 10, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 512, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",laced-sweep-162
79,"{'_wandb': {'runtime': 12}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_l16_224', 'optim': 'kfac_mc', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 10, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 512, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",comfy-sweep-161
80,"{'_wandb': {'runtime': 100}, 'avg_step_time': 3.2279275099436444, 'cuda_max_memory': 62537108480, 'total_train_time': 96.83782529830933}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_b16_224', 'optim': 'kbfgs', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 10, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 512, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",sweepy-sweep-160
81,"{'_wandb': {'runtime': 10}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_b16_224', 'optim': 'seng', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 10, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 512, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",fanciful-sweep-159
82,"{'_wandb': {'runtime': 10}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_b16_224', 'optim': 'psgd', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 10, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 512, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",peach-sweep-158
83,"{'_wandb': {'runtime': 261}, 'avg_step_time': 8.594591919581095, 'cuda_max_memory': 63323838976, 'total_train_time': 257.83775758743286}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_b16_224', 'optim': 'shampoo', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 10, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 512, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",bright-sweep-157
84,"{'_wandb': {'runtime': 115}, 'avg_step_time': 3.7227280378341674, 'cuda_max_memory': 71423700480, 'total_train_time': 111.68184113502502}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_b16_224', 'optim': 'kfac_mc', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 10, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 512, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",twilight-sweep-156
85,"{'_wandb': {'runtime': 37}, 'avg_step_time': 1.139690645535787, 'cuda_max_memory': 26429581312, 'total_train_time': 34.19071936607361}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_s16_224', 'optim': 'kbfgs', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 10, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 512, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",laced-sweep-155
86,"{'_wandb': {'runtime': 9}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_s16_224', 'optim': 'seng', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 10, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 512, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",zany-sweep-154
87,"{'avg_step_time': 1.2153171141942345, 'cuda_max_memory': 55608999424, 'total_train_time': 36.459513425827026, '_wandb': {'runtime': 39}}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_s16_224', 'optim': 'psgd', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 10, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 512, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",stellar-sweep-153
88,"{'_wandb': {'runtime': 64}, 'avg_step_time': 2.0279337644577025, 'cuda_max_memory': 26224381440, 'total_train_time': 60.83801293373108}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_s16_224', 'optim': 'shampoo', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 10, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 512, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",dry-sweep-152
89,"{'_wandb': {'runtime': 42}, 'avg_step_time': 1.3222063938776651, 'cuda_max_memory': 30315705856, 'total_train_time': 39.66619181632995}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_s16_224', 'optim': 'kfac_mc', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 10, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 512, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",vague-sweep-151
90,"{'_wandb': {'runtime': 14}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_l16_224', 'optim': 'kbfgs', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 3, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 512, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",deft-sweep-150
91,"{'_wandb': {'runtime': 11}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_l16_224', 'optim': 'seng', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 3, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 512, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",tough-sweep-149
92,"{'_wandb': {'runtime': 10}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_l16_224', 'optim': 'psgd', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 3, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 512, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",quiet-sweep-148
93,"{'_wandb': {'runtime': 12}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_l16_224', 'optim': 'shampoo', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 3, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 512, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",classic-sweep-147
94,"{'_wandb': {'runtime': 12}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_l16_224', 'optim': 'kfac_mc', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 3, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 512, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",silver-sweep-146
95,"{'cuda_max_memory': 62537059328, 'total_train_time': 137.29921126365662, '_wandb': {'runtime': 140}, 'avg_step_time': 4.576640375455221}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_b16_224', 'optim': 'kbfgs', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 3, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 512, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",lively-sweep-145
96,"{'_wandb': {'runtime': 10}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_b16_224', 'optim': 'seng', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 3, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 512, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",good-sweep-144
97,"{'_wandb': {'runtime': 10}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_b16_224', 'optim': 'psgd', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 3, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 512, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",silver-sweep-143
98,"{'avg_step_time': 8.620843545595806, 'cuda_max_memory': 63323838976, 'total_train_time': 258.62530636787415, '_wandb': {'runtime': 262}}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_b16_224', 'optim': 'shampoo', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 3, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 512, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",generous-sweep-142
99,"{'_wandb': {'runtime': 137}, 'avg_step_time': 4.444826865196228, 'cuda_max_memory': 71423700480, 'total_train_time': 133.34480595588684}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_b16_224', 'optim': 'kfac_mc', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 3, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 512, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",dauntless-sweep-141
100,"{'_wandb': {'runtime': 51}, 'avg_step_time': 1.581688372294108, 'cuda_max_memory': 26429581312, 'total_train_time': 47.45065116882324}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_s16_224', 'optim': 'kbfgs', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 3, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 512, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",volcanic-sweep-140
101,"{'_wandb': {'runtime': 9}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_s16_224', 'optim': 'seng', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 3, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 512, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",stellar-sweep-139
102,"{'_wandb': {'runtime': 54}, 'avg_step_time': 1.6819478591283163, 'cuda_max_memory': 55608999424, 'total_train_time': 50.45843577384949}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_s16_224', 'optim': 'psgd', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 3, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 512, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",swift-sweep-138
103,"{'avg_step_time': 2.0461832364400228, 'cuda_max_memory': 26224381440, 'total_train_time': 61.38549709320069, '_wandb': {'runtime': 64}}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_s16_224', 'optim': 'shampoo', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 3, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 512, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",decent-sweep-137
104,"{'_wandb': {'runtime': 49}, 'avg_step_time': 1.5460893948872885, 'cuda_max_memory': 30315705856, 'total_train_time': 46.38268184661865}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_s16_224', 'optim': 'kfac_mc', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 3, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 512, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",mild-sweep-136
105,"{'_wandb': {'runtime': 14}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_l16_224', 'optim': 'kbfgs', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 1, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 512, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",wise-sweep-135
106,"{'_wandb': {'runtime': 12}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_l16_224', 'optim': 'seng', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 1, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 512, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",flowing-sweep-134
107,"{'_wandb': {'runtime': 10}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_l16_224', 'optim': 'psgd', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 1, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 512, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",amber-sweep-133
108,"{'cuda_max_memory': -1, '_wandb': {'runtime': 12}}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_l16_224', 'optim': 'shampoo', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 1, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 512, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",usual-sweep-132
109,"{'_wandb': {'runtime': 11}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_l16_224', 'optim': 'kfac_mc', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 1, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 512, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",playful-sweep-131
110,"{'_wandb': {'runtime': 253}, 'avg_step_time': 8.314492098490398, 'cuda_max_memory': 62466121728, 'total_train_time': 249.4347629547119}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_b16_224', 'optim': 'kbfgs', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 1, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 512, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",amber-sweep-130
111,"{'_wandb': {'runtime': 9}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_b16_224', 'optim': 'seng', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 1, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 512, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",rosy-sweep-129
112,"{'_wandb': {'runtime': 10}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_b16_224', 'optim': 'psgd', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 1, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 512, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",exalted-sweep-128
113,"{'_wandb': {'runtime': 261}, 'avg_step_time': 8.594493786493937, 'cuda_max_memory': 63323838976, 'total_train_time': 257.8348135948181}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_b16_224', 'optim': 'shampoo', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 1, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 512, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",light-sweep-127
114,"{'_wandb': {'runtime': 239}, 'avg_step_time': 7.858836285273234, 'cuda_max_memory': 71423700480, 'total_train_time': 235.76508855819705}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_b16_224', 'optim': 'kfac_mc', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 1, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 512, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",pious-sweep-126
115,"{'avg_step_time': 2.7241419394810995, 'cuda_max_memory': 26193981440, 'total_train_time': 81.72425818443298, '_wandb': {'runtime': 85}}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_s16_224', 'optim': 'kbfgs', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 1, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 512, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",vivid-sweep-125
116,"{'_wandb': {'runtime': 9}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_s16_224', 'optim': 'seng', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 1, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 512, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",sparkling-sweep-124
117,"{'_wandb': {'runtime': 92}, 'avg_step_time': 2.9649811029434203, 'cuda_max_memory': 55608954880, 'total_train_time': 88.94943308830261}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_s16_224', 'optim': 'psgd', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 1, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 512, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",solar-sweep-123
