,summary,config,name
34,"{'_wandb': {'runtime': 19}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_l16_224', 'optim': 'kfac_mc', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 3, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 2048, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",serene-sweep-206
35,"{'_wandb': {'runtime': 19}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_b16_224', 'optim': 'kbfgs', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 3, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 2048, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",expert-sweep-205
36,"{'_wandb': {'runtime': 20}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_b16_224', 'optim': 'seng', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 3, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 2048, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",wild-sweep-204
37,"{'_wandb': {'runtime': 18}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_b16_224', 'optim': 'psgd', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 3, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 2048, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",upbeat-sweep-203
38,"{'_wandb': {'runtime': 18}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_b16_224', 'optim': 'shampoo', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 3, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 2048, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",zany-sweep-202
39,"{'_wandb': {'runtime': 19}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_b16_224', 'optim': 'kfac_mc', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 3, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 2048, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",icy-sweep-201
40,"{'_wandb': {'runtime': 21}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_s16_224', 'optim': 'kbfgs', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 3, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 2048, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",vibrant-sweep-200
41,"{'_wandb': {'runtime': 19}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_s16_224', 'optim': 'seng', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 3, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 2048, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",worthy-sweep-199
42,"{'_wandb': {'runtime': 18}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_s16_224', 'optim': 'psgd', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 3, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 2048, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",icy-sweep-198
43,"{'_wandb': {'runtime': 19}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_s16_224', 'optim': 'shampoo', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 3, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 2048, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",vague-sweep-197
44,"{'_wandb': {'runtime': 19}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_s16_224', 'optim': 'kfac_mc', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 3, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 2048, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",bright-sweep-196
45,"{'_wandb': {'runtime': 22}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_l16_224', 'optim': 'kbfgs', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 1, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 2048, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",rosy-sweep-195
46,"{'_wandb': {'runtime': 20}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_l16_224', 'optim': 'seng', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 1, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 2048, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",worthy-sweep-194
47,"{'_wandb': {'runtime': 18}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_l16_224', 'optim': 'psgd', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 1, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 2048, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",playful-sweep-193
48,"{'_wandb': {'runtime': 19}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_l16_224', 'optim': 'shampoo', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 1, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 2048, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",decent-sweep-192
49,"{'_wandb': {'runtime': 19}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_l16_224', 'optim': 'kfac_mc', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 1, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 2048, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",hearty-sweep-191
50,"{'_wandb': {'runtime': 18}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_b16_224', 'optim': 'kbfgs', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 1, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 2048, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",still-sweep-190
51,"{'_wandb': {'runtime': 19}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_b16_224', 'optim': 'seng', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 1, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 2048, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",colorful-sweep-189
52,"{'_wandb': {'runtime': 20}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_b16_224', 'optim': 'psgd', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 1, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 2048, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",glad-sweep-188
53,"{'_wandb': {'runtime': 18}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_b16_224', 'optim': 'shampoo', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 1, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 2048, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",fallen-sweep-187
54,"{'_wandb': {'runtime': 18}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_b16_224', 'optim': 'kfac_mc', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 1, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 2048, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",deft-sweep-186
55,"{'_wandb': {'runtime': 22}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_s16_224', 'optim': 'kbfgs', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 1, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 2048, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",devout-sweep-185
56,"{'_wandb': {'runtime': 19}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_s16_224', 'optim': 'seng', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 1, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 2048, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",unique-sweep-184
57,"{'_wandb': {'runtime': 19}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_s16_224', 'optim': 'psgd', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 1, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 2048, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",dulcet-sweep-183
58,"{'_wandb': {'runtime': 18}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_s16_224', 'optim': 'shampoo', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 1, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 2048, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",dulcet-sweep-182
59,"{'_wandb': {'runtime': 19}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_s16_224', 'optim': 'kfac_mc', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 1, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 2048, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",faithful-sweep-181
60,"{'_wandb': {'runtime': 14}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_l16_224', 'optim': 'kbfgs', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 30, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 512, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",skilled-sweep-180
61,"{'_wandb': {'runtime': 11}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_l16_224', 'optim': 'seng', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 30, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 512, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",wobbly-sweep-179
62,"{'_wandb': {'runtime': 10}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_l16_224', 'optim': 'psgd', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 30, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 512, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",iconic-sweep-178
63,"{'_wandb': {'runtime': 12}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_l16_224', 'optim': 'shampoo', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 30, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 512, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",northern-sweep-177
64,"{'_wandb': {'runtime': 11}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_l16_224', 'optim': 'kfac_mc', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 30, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 512, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",dutiful-sweep-176
65,"{'total_train_time': 85.58355188369751, '_wandb': {'runtime': 89}, 'avg_step_time': 2.852785062789917, 'cuda_max_memory': 61969277440}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_b16_224', 'optim': 'kbfgs', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 30, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 512, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",silver-sweep-175
66,"{'_wandb': {'runtime': 10}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_b16_224', 'optim': 'seng', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 30, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 512, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",amber-sweep-174
67,"{'_wandb': {'runtime': 10}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_b16_224', 'optim': 'psgd', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 30, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 512, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",olive-sweep-173
68,"{'total_train_time': 257.77783370018005, '_wandb': {'runtime': 261}, 'avg_step_time': 8.592594456672668, 'cuda_max_memory': 63323838976}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_b16_224', 'optim': 'shampoo', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 30, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 512, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",hardy-sweep-172
69,"{'_wandb': {'runtime': 94}, 'avg_step_time': 3.0371853828430178, 'cuda_max_memory': 71423700480, 'total_train_time': 91.11556148529051}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_b16_224', 'optim': 'kfac_mc', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 30, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 512, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",happy-sweep-171
70,"{'_wandb': {'runtime': 34}, 'avg_step_time': 1.027419630686442, 'cuda_max_memory': 26251949568, 'total_train_time': 30.82258892059326}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_s16_224', 'optim': 'kbfgs', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 30, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 512, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",sunny-sweep-170
71,"{'_wandb': {'runtime': 9}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_s16_224', 'optim': 'seng', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 30, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 512, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",lunar-sweep-169
72,"{'cuda_max_memory': 55536370176, 'total_train_time': 32.34380841255188, '_wandb': {'runtime': 35}, 'avg_step_time': 1.0781269470850627}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_s16_224', 'optim': 'psgd', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 30, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 512, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",different-sweep-168
73,"{'_wandb': {'runtime': 64}, 'avg_step_time': 2.027958035469055, 'cuda_max_memory': 26224381440, 'total_train_time': 60.838741064071655}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_s16_224', 'optim': 'shampoo', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 30, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 512, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",eager-sweep-167
74,"{'_wandb': {'runtime': 36}, 'avg_step_time': 1.10851735273997, 'cuda_max_memory': 30315705856, 'total_train_time': 33.2555205821991}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_s16_224', 'optim': 'kfac_mc', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 30, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 512, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",confused-sweep-166
75,"{'_wandb': {'runtime': 14}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_l16_224', 'optim': 'kbfgs', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 10, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 512, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",decent-sweep-165
76,"{'_wandb': {'runtime': 11}, 'cuda_max_memory': -1}","{'lr': 0.0001, 'cuda': True, 'seed': 1, 'step': 30, 'depth': 3, 'model': 'mixer_l16_224', 'optim': 'seng', 'wandb': True, 'width': 128, 'epochs': 20, 'warmup': 0, 'damping': 10, 'dataset': 'CIFAR10', 'kl_clip': 1, 'no_cuda': False, 'img_size': 32, 'interval': 10, 'lr_ratio': 0, 'momentum': 0.9, 'batch_size': 512, 'train_size': 45056, 'num_workers': 8, 'auto_augment': True, 'log_interval': 1, 'weight_decay': 0.0001, 'data_augmentation': True, 'gradient_clipping': True}",polished-sweep-164
